V1,V2,V3
-84.623,11.935274193,109
-84.5889565217391,11.935274193,97
-84.5549130434783,11.935274193,114
-84.5208695652174,11.935274193,124
-84.4868260869565,11.935274193,177
-84.4527826086957,11.935274193,202
-84.4187391304348,11.935274193,197
-84.3846956521739,11.935274193,101
-84.350652173913,11.935274193,64
-84.3166086956522,11.935274193,39
-84.2825652173913,11.935274193,61
-84.2485217391304,11.935274193,131
-84.2144782608696,11.935274193,128
-84.1804347826087,11.935274193,80
-84.1463913043478,11.935274193,55
-84.112347826087,11.935274193,40
-84.0783043478261,11.935274193,18
-84.0442608695652,11.935274193,31
-84.0102173913044,11.935274193,34
-83.9761739130435,11.935274193,21
-83.9421304347826,11.935274193,13
-83.9080869565217,11.935274193,6
-83.8740434782609,11.935274193,14
-83.84,11.935274193,18
-83.8059565217391,11.935274193,9
-83.7719130434783,11.935274193,-1
-83.7378695652174,11.935274193,2
-83.7038260869565,11.935274193,-2
-83.6697826086957,11.935274193,-2
-83.6357391304348,11.935274193,-5
-83.6016956521739,11.935274193,-9
-83.567652173913,11.935274193,-12
-83.5336086956522,11.935274193,-15
-83.4995652173913,11.935274193,-18
-83.4655217391304,11.935274193,-21
-83.4314782608696,11.935274193,-23
-83.3974347826087,11.935274193,-24
-83.3633913043478,11.935274193,-26
-83.329347826087,11.935274193,-27
-83.2953043478261,11.935274193,-28
-83.2612608695652,11.935274193,-27
-83.2272173913044,11.935274193,-24
-83.1931739130435,11.935274193,-26
-83.1591304347826,11.935274193,-39
-83.1250869565217,11.935274193,-36
-83.0910434782609,11.935274193,-49
-83.057,11.935274193,-45
-83.0229565217391,11.935274193,-68
-82.9889130434783,11.935274193,-195
-82.9548695652174,11.935274193,-240
-82.9208260869565,11.935274193,-246
-82.8867826086957,11.935274193,-567
-82.8527391304348,11.935274193,-944
-82.8186956521739,11.935274193,-1187
-82.784652173913,11.935274193,-1344
-82.7506086956522,11.935274193,-1458
-82.7165652173913,11.935274193,-1539
-82.6825217391304,11.935274193,-1581
-82.6484782608696,11.935274193,-1599
-82.6144347826087,11.935274193,-1583
-82.5803913043478,11.935274193,-1489
-82.546347826087,11.935274193,-1254
-82.5123043478261,11.935274193,-953
-82.4782608695652,11.935274193,-690
-82.4442173913043,11.935274193,-507
-82.4101739130435,11.935274193,-468
-82.3761304347826,11.935274193,-634
-82.3420869565217,11.935274193,-952
-82.3080434782609,11.935274193,-1252
-82.274,11.935274193,-1450
-82.2399565217391,11.935274193,-1499
-82.2059130434783,11.935274193,-1526
-82.1718695652174,11.935274193,-1538
-82.1378260869565,11.935274193,-1595
-82.1037826086957,11.935274193,-1682
-82.0697391304348,11.935274193,-1702
-82.0356956521739,11.935274193,-1632
-82.001652173913,11.935274193,-1534
-81.9676086956522,11.935274193,-1498
-81.9335652173913,11.935274193,-1604
-81.8995217391304,11.935274193,-1868
-81.8654782608696,11.935274193,-2067
-81.8314347826087,11.935274193,-2189
-81.7973913043478,11.935274193,-2214
-81.763347826087,11.935274193,-2142
-81.7293043478261,11.935274193,-2106
-81.6952608695652,11.935274193,-2219
-81.6612173913043,11.935274193,-2423
-81.6271739130435,11.935274193,-2590
-81.5931304347826,11.935274193,-2668
-81.5590869565217,11.935274193,-2673
